severity,same_phrase,phrase
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
0,A,I complain alot with my neck pain and i really need to be better
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
1,B,I complain alot with skin allergy
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,"I cough a lot when I smell perfume, what is wrong with my lungs?"
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
0,A,I could not exercise because of my knee pain
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I couldn't stop shaking or unclench my jaw, that's how cold I was."
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my foot at the pool and it breaks open every day when I walk on it.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
1,B,I cut myself and I'm bleeding.
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not feel better in my muscles
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I do not know why I feel cold
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
0,A,I don't do anything at home and still I feel exhausted.
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have full range of motion with my arms
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
1,B,I don't have problems taking in breath but out breath is so heavy
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't have the energy to do the things that I used to
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
0,A,I don't know why I'm constantly sad.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a bone-on-bone pain in my knees when I climb stairs.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my guts about 2 hours after each meal.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a burning sensation in my shoulder muscle.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a clicking sensation in my knee each time I step.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure of my head.
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great amount of pressure on the sides of my neck
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
1,B,I feel a great pain in my shoulder joint and it does not go away
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a great pain in my shoulder when i try to lift something heavy
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
0,A,I feel a huge emotional pain after I broke up with my girlfriend.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a lot of pain in the joints.
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
1,B,I feel a pain in my back
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my back when I sit on a chair for long.
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
0,A,I feel a pain in my neck
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,"I feel a pain on the left side of my chest, where my heart is"
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
1,B,I feel a sharp pain in my ankle joint when I stand.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
0,A,I feel a sharp pain in my head when I think too hard.
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in my stomach
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a sharp pain in the stomach after eating
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a soreness in my knees when I walk
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a strange and powerful pain inside my rib cage
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel a tightness in my chest
1,B,I feel abdominal pain
1,B,I feel abdominal pain
1,B,I feel abdominal pain
1,B,I feel abdominal pain
1,B,I feel abdominal pain
1,B,I feel abdominal pain
1,B,I feel abdominal pain
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel aching on my insides.
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,I feel back pain when I carry heavy things
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,"I feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough."
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
0,A,i feel cold
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
1,B,I feel cold although we are in summer.
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold and chills even though my clothes are heavy
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
0,A,I feel cold when the night comes
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
1,B,I feel congestion in my chest
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel deep Tingling when I touch Acne followed by bad sensation
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel depressed when I see my hair falling out
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel discomfort throughout the body in general
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
0,A,I feel dizzy after doing a muscular effort.
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,i feel dizzy after severe diarrhea
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
1,B,I feel dizzy and out of sight
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,I feel dizzy when i make sudden movements
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
0,A,"I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
1,B,I feel dizzy whenever I stand up.
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
0,A,I feel emotionally crushed
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
1,B,I feel fluid trying to come up when I cough.
0,A,I feel great pain in my feet after playing one of the sports games
0,A,I feel great pain in my feet after playing one of the sports games
0,A,I feel great pain in my feet after playing one of the sports games
0,A,I feel great pain in my feet after playing one of the sports games
0,A,I feel great pain in my feet after playing one of the sports games
0,A,I feel great pain in my feet after playing one of the sports games
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pain in the head
1,B,I feel great pressure in my chest
1,B,I feel great pressure in my chest
1,B,I feel great pressure in my chest
1,B,I feel great pressure in my chest
1,B,I feel great pressure in my chest
1,B,I feel great pressure in my chest
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
0,A,i feel head ache
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,I feel heart pain when I walk a lot
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,"i feel hurt, lot of pain in my heart"
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel hurts in my heart
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
1,B,I feel increased heart rate with prick
